gene	H2621_L	HP25311_L	HP25337_L	HU1327_L	UWHI366R_L	H2621_H	HP25311_H	HP25337_H	HU1327_H	UWHI366R_H
TIMM21	2.263279267	2.895968503	1.086985868	2.506090753	2.868459314	2.640112848	3.099868444	1.290492079	2.76086131	2.335764169
PHLDA2	26.20594858	13.01099823	35.047656	14.11474134	27.79652781	26.21512382	13.61649323	29.69468903	17.76484508	33.61184037
GALK2	3.772476093	4.793131626	3.312998227	4.674258665	5.075011111	4.090850671	5.24399978	3.957000408	4.4933446	4.750959014
UBXN4	39.46457292	44.54588674	23.21501009	44.89216734	42.84549239	39.90449311	46.39963873	27.29992617	39.48588558	39.17414889
TAMM41	1.809143312	2.153611096	0.547296588	1.982179723	2.452499512	1.974766709	1.994746423	1.577751845	1.837854263	1.911996501
ZNF100	2.928459421	4.040955344	0.554630422	3.347974105	2.96218336	3.117372515	3.958367436	1.251129796	3.470424747	2.248475381
BHLHB9	1.988238914	2.648196253	3.271585581	3.103151285	3.224500707	2.285061059	2.36257875	3.864908505	2.978387185	2.708673546
SLC50A1	11.34356745	15.29878623	10.17913586	18.17259513	13.61776229	11.21958596	14.4909065	15.92025199	16.5587183	13.78674111
DBI	28.82807415	65.71686843	40.45843621	50.69458898	43.91320159	30.5654374	68.01289306	40.44896748	43.3586206	45.67547865
KATNA1	6.918785654	5.417561051	5.693707042	5.589334072	5.639113254	7.302268609	5.180810777	5.894739909	6.209878366	6.26624212
C9orf135	3.357792941	1.713420143	1.568342091	4.289323666	1.0370783	4.718137782	1.375774048	2.323322709	3.716857119	1.15003835
PER1	11.26231951	14.99284423	15.22882953	12.94503472	17.24261536	9.878550987	13.77184367	17.33025895	13.91592385	17.47696286
DDA1	5.474261378	5.555491655	4.06926194	5.137594432	5.117058632	5.929865861	5.637989994	3.782643896	4.37672948	5.453454872
NEIL1	0.749105171	1.314003559	0.401477549	1.311520973	0.920616562	0.754763672	1.182282306	0.735759579	1.277384393	0.587741782
SLC35F6	17.28328729	18.67773998	9.405910004	14.75772185	17.58215061	15.9513045	16.54734241	11.42327309	15.00608928	17.45655912
MRPL41	11.33217282	21.48794983	10.46717822	19.43329408	15.70885546	12.02183165	22.46020094	11.02052673	17.28752346	14.68327762
GFER	4.209179533	5.88217621	4.756584389	4.549301141	4.735025279	4.783708263	5.587047669	4.098036757	4.498143449	4.744007624
NSUN5	5.715895004	5.679612565	2.388638182	4.587359618	5.1246466	4.794556224	5.39060263	2.962190979	4.951781843	4.775871657
NAP1L1	22.32242235	18.8239736	15.7193376	21.02400895	20.34785425	23.01062389	20.3753391	17.02658793	20.48232736	21.74007868
EVA1B	3.906881229	6.989524403	8.679986747	9.887205083	4.121677384	5.019886623	7.853604323	7.485169773	10.94486347	4.29046382
RSBN1L	5.323015118	5.921818689	3.55281223	5.79789629	5.518882213	5.475857492	5.979013348	4.059622688	6.089643233	4.407846402
RMDN2	1.181018733	1.929455494	1.1514428	1.585166068	1.399594967	1.508482207	1.812020231	1.668257278	2.011566638	0.902387292
EPRS	47.98071587	39.03966446	21.64252295	34.03122976	44.50610897	48.08088159	39.05882714	29.10579148	33.38417674	42.39886196
SYCE1L	0.405952268	1.193396135	1.785864178	1.169954653	0.672460747	0.757299664	0.765067672	0.969374614	1.837688646	0.457257167
HLA-DPB1	0.7748284	1.028318669	1.957773276	1.158541802	1.451010192	0.985860242	1.127843663	1.537659839	1.37832532	1.023598559
TMCO6	1.68940541	1.696269282	0.87591758	1.464216989	1.387719431	1.978171657	1.45570294	1.368724763	1.591123558	1.219526986
UTY	6.767968301	6.696183627	4.405940313	5.465498444	7.701826494	6.644806385	7.089049706	6.352223074	6.250167512	5.875247858
YEATS4	5.17612638	5.293219312	3.099547963	5.340147664	4.002635631	4.977568573	5.19535726	2.24738727	5.629257319	4.396731031
C4orf48	12.28739067	32.24761192	27.71922842	35.75627134	14.79481197	13.66558547	34.81249384	24.5947425	32.10408038	15.03773226
SLC27A2	1.095312979	1.976007354	0.216001637	1.195245671	1.143016405	1.219713897	1.987430317	0.554401345	1.149254464	1.040328342
TPPP3	14.57744078	11.71914091	6.89597695	18.23297236	16.62597132	16.76664353	11.55239697	8.40202803	17.11725528	16.53743838
FBXL13	1.072300208	0.76900288	1.019161182	0.644879951	0.849335859	1.03750054	0.901821526	0.830272366	1.16548263	0.713535639
SEPT10	17.16675367	12.64363425	17.38397788	15.28757132	20.84324033	17.06111999	13.23336564	18.55354501	14.30664067	20.02158782
SBF2-AS1	1.724345385	1.437059728	1.372656955	1.046210587	2.054223146	1.498312468	1.31474347	1.196151993	1.532418887	1.757292737
ENPP5	5.164916244	10.36480935	2.427253388	5.172983128	7.377890443	5.140000327	10.51810211	3.887667097	5.410535666	6.118807334
ANKRD18A	2.357765436	3.032937808	0.921005451	2.211978892	2.767635258	2.371429806	3.034358273	1.283772651	2.932392894	2.113823023
RRM1	9.020323499	13.48274987	5.145847213	12.0806422	11.90217781	10.02775624	13.6674121	6.120010512	11.63256938	11.72536709
ARHGAP17	8.643546762	6.049504474	6.500704499	6.521075753	6.46204513	8.58244135	5.5032333	7.416701636	6.213391905	6.56469374
PDXK	11.71478438	12.9530591	7.468848407	11.55062291	11.85708724	12.17850437	13.46829605	8.12475391	12.10484395	11.89621723
RAC2	0.918497058	2.43299618	1.708092914	1.603266731	1.8109836	1.076961733	1.95987413	2.117044755	1.414347946	1.720813552
GIMAP8	0.233245783	0.333328477	1.314509933	1.134199706	0.386639864	0.357501981	0.495506333	0.773911425	0.976990047	0.434717091
GRHL3	0.940623102	0.985725119	0.904445674	0.716697347	1.046467812	1.164244421	0.897787718	0.959318318	1.052178953	0.841434041
EIF3L	39.17471578	41.90611781	36.60069781	38.90870377	39.21275174	39.57576225	38.95937158	36.40225649	37.32459574	43.12369801
PDCD2	6.960757424	7.78650017	3.927610752	6.036275925	6.380003723	7.516585545	7.082397858	5.397032573	5.727402371	6.502034781
QARS	15.25883464	14.44202284	11.87469514	13.09657343	14.72780001	15.2742507	14.01337764	13.38291283	14.09082641	15.57118917
TMEM147-AS1	2.211317762	2.618486088	1.394350026	2.180620862	2.040351445	2.19460103	2.291788421	2.340982735	2.685473903	1.665137667
FXR1	10.13085557	10.82069097	7.060314599	11.74018398	12.58431423	10.22669249	11.13111955	7.754233903	10.96699378	11.89678106
SIMC1	3.717099259	4.26787509	3.10671826	5.772021588	4.378326308	3.863613676	4.300718541	3.724894021	5.509552127	4.731506008
EMC7	19.1390707	30.10788883	18.21610911	23.55260224	23.52211372	20.49266732	26.02668576	20.46830553	23.56676807	22.50340007
SCARB2	80.17506818	102.0853861	57.55020229	105.1931167	85.96249141	82.05985407	98.36411354	68.8578786	101.2539785	76.17738862
PPP1R15A	295.7867453	128.6621728	352.2274503	124.3416545	327.6025549	286.2103595	135.103039	313.026777	142.3875471	311.5066854
HEIH	9.350503359	17.575494	9.041212806	13.21965838	11.66665976	10.64522056	17.3082673	9.347452112	11.54906763	11.13000686
EIF2AK4	4.479544742	5.5748303	1.769776026	4.619554198	5.553042265	4.951309491	5.285332798	2.29881502	5.084691939	4.775297292
HNRNPA2B1	76.90243882	69.18637086	48.82531299	56.66107223	58.87174893	81.48208569	65.95100259	57.15105871	54.77421235	51.75717666
FST	1.226964176	0.774712655	0.915254995	0.758736496	2.475442549	1.372596057	0.869691934	1.328807813	0.90179434	1.881652593
KLHL8	3.664922423	5.448723283	3.704457071	5.170892872	4.39099023	3.614563825	5.704758305	4.698039117	4.115015341	4.073375786
COL4A1	11.07335901	17.8755365	47.96159852	61.15995583	23.47655082	11.89541435	17.97589232	38.23557812	74.95837746	21.23824809
SNX10	7.322835988	9.596948408	7.898199997	4.619458025	8.330514942	7.846393924	9.993776347	6.290414232	3.916517524	9.701751275
MYSM1	8.494781978	7.840291367	3.701926799	7.661044496	9.392502708	7.991872711	7.46031393	5.724958706	7.0558501	7.194671757
ZNF681	1.225310028	1.178435031	0.460502725	1.607130609	1.44397141	1.144078834	1.148097255	1.196527467	1.39259268	1.363578946
NUP58	9.092929	5.928648802	4.5416847	6.630283543	9.212507823	8.243346277	5.417423157	6.516400001	6.500596939	7.813715035
ERVK13-1	2.893767158	4.10892801	1.132678808	3.101503431	3.240962032	2.92374422	3.690984481	2.764646684	3.876879519	2.002164032
PPP1R3E	2.457584558	4.403928901	2.158097579	4.198522207	3.51394015	2.242738446	3.773778734	4.535397144	3.066406668	2.633725372
FDFT1	19.83680139	22.4999734	19.86485128	20.74147532	20.62107308	20.96590687	20.8269045	23.5986191	18.17177243	20.08477876
ELP4	6.362229392	11.87655721	4.190428742	11.1710742	10.08578617	6.195857326	10.12269072	6.514735332	8.891386551	9.792596274
IRF2BP2	33.31384636	32.53143767	24.440427	46.22703355	35.30591491	31.2546763	26.87760626	43.43439513	30.35039603	34.33202905
NDUFA13	2.147321859	4.22138223	2.2921637	3.873773861	2.694942905	2.984718365	4.295472185	2.654728645	3.555215412	2.534303655
IFT80	2.788149909	3.368182299	1.54506177	3.286364517	2.921368675	2.613467622	2.744494321	2.335109395	3.349785786	2.459078527
ISCA1	9.93531607	12.87766953	11.1476757	11.63211096	11.06307705	10.91352408	13.82445848	12.02214283	11.49564053	11.1266912
EDN3	8.061117341	42.96435264	1.519199066	32.43799573	16.13219963	8.50206435	41.29377805	1.184969167	31.51178262	16.752053
KLHL18	5.203831919	3.945030518	3.668088356	3.607686959	5.119066723	4.934453788	4.349075197	4.336933379	4.437699766	4.299462309
PRKX	1.631939462	1.136166481	0.640552308	0.892948591	1.422621536	1.752523812	1.08592381	0.360218852	0.922615274	1.497781664
SEC31B	0.596021846	0.883084719	0.64584438	1.142182419	0.896174949	0.580644503	0.947936617	1.619984639	1.142877319	0.53459196
BLOC1S1	1.199506687	1.552134952	0.989412515	1.172903558	1.210023059	1.051081936	1.676166973	0.680272567	1.386954562	1.057737931
LDLR	66.89981299	28.71451647	56.58018007	35.40323447	59.20117277	64.48603673	25.51764488	54.03476051	42.68186646	59.16170437
LINC00265	1.7828794	1.359387037	1.210099653	1.424858074	1.370293596	1.357477342	1.342072169	2.662330016	1.391549749	1.305508752
SSTR1	6.021348197	12.28271552	3.850505197	11.09576406	9.144024718	5.390554996	10.44259201	7.740123622	10.8872849	9.054125149
ETFA	10.06689695	10.29100665	7.35022599	8.888971068	10.70637525	10.08945479	9.668503907	8.378366954	8.73547997	10.21581576
LRRC75A-AS1	25.37495877	24.79235132	29.56805622	29.65250344	32.94154388	29.28014054	25.40020592	31.64898587	26.33407377	37.83816259
TSHZ2	3.818511084	2.084086965	2.786522971	1.853039597	3.906504173	3.540552054	2.378183505	2.448515441	1.786301647	4.120828586
COG8	3.554467503	3.946696294	2.45721211	3.645440436	3.570995173	3.501187381	3.783633399	3.269647216	3.632994308	2.820603574
NDE1	2.88408349	2.920830539	1.796891444	2.17004194	2.393112779	2.501453735	2.832140753	2.565712106	2.181079659	1.929672839
GCC2	14.1726325	10.69101456	5.217247744	10.90688912	12.32435	13.59542836	11.07793109	7.870357178	10.44700655	11.14084764
MOB1B	11.31861148	16.47487776	6.802512105	18.87512102	11.9541235	10.98044025	14.07019288	12.50847216	18.09348264	11.36826654
INO80	15.29819594	11.9021557	9.502709623	10.2078147	13.42470802	15.05387108	12.3714232	13.18782127	10.71258043	11.41353478
EEF1G	107.2958082	105.4906637	114.9758978	95.77485306	105.4382336	112.6195703	107.2982363	112.2660491	87.62994009	108.9459539
ZNF843	0.895470541	0.959459087	0.635379309	1.384542969	0.88117541	0.860033342	0.938484648	0.747795235	1.218814602	0.874638032
SLC16A3	5.29530967	3.390227751	3.197442088	5.858127742	6.813296784	5.277478837	4.005609258	2.262306995	5.471375271	7.450151523
ZNF555	3.000025406	2.257163747	1.233050382	2.437912267	2.957970901	2.503684221	2.289233851	2.50307938	2.789169234	2.294928793
HIF1AN	5.311918049	5.643348693	2.696775662	5.095839979	4.936443608	4.910285175	5.291132801	4.642326303	4.900517979	4.680755193
METAP2	21.00826605	22.3665035	15.08837145	19.70089614	21.41203086	22.49230737	23.78898831	14.77445031	20.01566007	18.80632626
TSC22D3	11.84019888	10.97483913	26.13626441	22.75546771	10.5652488	11.85590274	10.67935415	24.97809717	23.11965617	11.15840777
C19orf33	2.470730655	1.196026363	4.918327467	0.5051498	5.184175697	3.016414231	0.782218418	4.450927561	0.451079009	4.99391297
CAV1	5.542740091	1.366336149	8.753090057	5.241792236	2.830857551	6.828473392	1.055051007	8.3704308	5.897045035	3.466580427
PHLDA1	38.61329046	9.365865175	20.64154326	14.46132842	28.62089275	29.72187614	9.511803119	35.50270643	14.90261214	27.95577471
RAE1	4.138960128	4.240859693	2.146096648	3.722525776	4.457235803	4.336088172	3.772321457	2.942041366	3.837679881	4.474332719
PARP12	6.827634627	4.809420682	4.277142458	3.935134804	4.004495083	6.906742032	4.93919975	5.130141631	4.530921976	3.503547681
PDGFD	1.218835281	1.833850192	0.647782486	0.708372347	0.619129412	1.228041973	1.442728714	1.015489077	0.753034278	0.814070963
RPS26	51.7106096	41.4738621	62.55842488	48.38128246	50.73932309	59.42631959	39.99124338	68.87663822	44.11857559	58.61864029
NUDT12	3.432464574	4.966482668	1.175649815	4.755538694	4.9019926	3.345685781	4.892815682	1.832134738	3.819653365	4.328835935
CCDC14	2.581086421	2.467258397	1.040001949	2.142536289	3.072291068	2.429411483	2.244143014	2.338265772	2.446519125	2.217883591
RNF181	12.78276016	12.4353053	9.400859413	11.93591763	13.80684989	14.36146068	11.84402522	10.85216426	12.49573622	13.73235624
BOLA1	4.548413297	6.706526736	3.33041832	7.098692064	5.444360644	4.929029217	6.478501281	4.399352503	5.820847348	4.79086825
TMEM268	2.660303573	3.589170687	1.560426755	2.706568648	2.520275897	2.867605507	3.487519919	1.918297357	2.610006625	2.70240292
ZNF782	3.169523501	2.985658266	1.56266121	2.392066343	3.617858776	2.779862709	2.952686397	1.988991168	2.933252158	2.607347173
C15orf61	1.156118749	2.089257366	0.9641696	1.574194122	1.269062017	1.096194414	2.186909505	1.462316359	1.480501726	1.276858302
VDAC2	42.7835241	33.57753614	27.00879577	32.93511601	42.77708433	45.65149853	37.07936341	26.77157241	30.0663591	51.76571442
ACOX3	5.32393203	5.14978044	2.3693718	4.726473792	4.474348925	4.914904519	5.35349792	2.803136212	5.096740737	4.705823776
TMEM69	4.012186141	3.680657073	2.321669734	4.568257136	4.00590651	3.95238301	4.014123381	4.213872291	3.553913742	4.06313162
ZNF493	2.827886565	1.997964235	0.763164431	2.494871713	2.479911897	2.382314581	1.655900894	1.940574353	2.176859569	1.587191675
RAP2A	5.97203826	5.16300854	8.218902423	6.545453842	5.75516049	5.989809117	4.864456371	7.823946768	6.251184582	6.50035649
LRRC14	2.719924454	3.334439507	2.351510736	3.465158613	3.037653254	2.988461839	3.381213124	2.522883302	3.824762344	2.915427741
PRPF19	35.28685812	36.44947462	17.84806154	30.94422156	35.67042622	35.42443064	33.81890187	23.81489098	31.05900298	36.2241076
CEP128	1.169315429	0.897694251	1.404365169	0.91278162	1.329363033	1.200394281	0.987107717	1.235447086	1.153686778	0.976880231
ZDHHC7	10.22450725	8.93015569	5.469381239	7.556600515	10.42214959	10.68333043	8.520619668	5.902171798	7.70995908	9.462137801
TSSC1	2.878818653	3.827766269	1.864438675	3.280810356	3.519958339	2.847899328	3.569519384	2.583422181	3.78056001	3.174293655
PPP1R18	16.39345379	7.333808736	26.32056297	11.36867561	16.68057858	16.31196454	7.874586785	15.64953405	15.01817527	17.25124371
CDC7	1.709694721	1.616499513	1.111842077	1.247554911	2.333572489	1.229543529	1.902185988	1.497817968	0.940935878	2.286113802
PHLPP1	3.020159735	2.051577996	2.670410526	2.708629904	2.938045177	2.735068109	2.134965808	2.818112682	2.981376102	2.639803753
XPNPEP3	3.088778333	3.320180076	1.621850044	3.37812195	3.110855255	3.10566525	2.813132992	2.489207795	3.219499169	3.426726623
HEY2	0.452715095	0.975591522	1.601741289	0.801437964	0.435307454	0.538665728	0.891718149	1.748064204	0.867550554	0.595521034
COQ9	6.251778814	10.20301423	3.684946722	8.431596323	8.124661269	7.006434701	9.875048866	4.78225911	8.912088833	7.084677897
NEMP1	2.404170957	2.010836882	1.920027509	2.094393916	2.350625875	2.276019086	1.732263356	3.140300001	1.699436339	1.989927336
KARS	23.81908254	20.95227433	13.00362772	17.0405913	22.57310571	24.17417266	19.45563753	15.40596524	17.57405403	24.54906944
DHX40	9.244035145	9.998555748	4.900313027	9.256510519	9.531506104	9.502537874	10.08591622	5.615630644	8.558394361	11.07187256
ADA2	1.201807451	1.339152552	2.867790603	6.795170159	0.683321161	1.247797435	1.387557585	3.353214977	6.719057538	0.501557988
LOC105377590	0.537636033	0.750743589	1.300841882	1.242592309	1.247404128	0.423469608	1.760817147	2.152290935	0.872495226	0.905571378
PSMC3IP	2.771989366	1.888542407	4.272601475	2.635675442	2.237033666	3.218435035	1.873996197	4.808684307	2.474166605	1.668234285
PCDHA5	0.7484559	1.570106479	0.368380591	1.251599524	1.055529833	0.787975094	1.187614618	0.751536	1.181549969	0.787091145
TFF1	5.432282324	4.153018548	6.852078874	1.025609598	5.043455599	6.967156911	4.282512945	4.298035974	2.886558109	5.029828832
MAGED2	44.60597361	76.92265351	48.6141625	67.86524468	50.85138233	45.55502884	72.23116178	56.37624745	64.21603611	48.84694855
TMEM176B	39.11506822	147.1258252	101.8095165	153.2707773	77.65873939	40.83644258	143.8526234	117.3646796	137.5017044	74.00711109
SMAD6	1.015329163	0.787657875	1.350624878	0.756427273	0.585274746	0.804485392	0.728402266	1.604877947	0.877799452	0.512574199
ZC3H13	16.56411272	15.8349734	8.971426826	12.99379147	15.27265851	16.046621	16.41600453	11.15980919	14.0434767	13.98141306
PRICKLE1	0.820823825	0.825684916	0.996010546	1.073386568	0.687531457	0.882457636	0.818802508	0.68003325	1.174235305	0.718453732
LOC105377348	2.123082586	1.892907785	2.025828675	2.105235411	1.640961577	1.860670662	1.775873699	3.51141828	2.207977418	1.635433975
SERPINA4	2.676196849	4.019755127	2.155921246	0.409540464	1.348690768	2.099015237	4.0434138	1.747909941	1.090338547	1.84379365
COL6A2	32.36456492	53.18053031	107.1557571	126.8983922	40.01948843	33.02722966	53.55505408	66.12066002	154.5499207	45.4665815
LINC01799	0.386940009	0.384223891	1.049705723	0.275169674	0.156132963	0.27937591	0.873008975	1.204791172	0.31397013	0.025558642
CYP4F3	1.39720981	3.195500375	0.555176938	3.512913199	1.694988708	1.466168428	2.416923624	0.805927704	3.448707176	1.654079232
GOSR1	12.17235049	13.04814531	5.14318026	10.60533231	11.78055931	12.17907582	12.70934913	6.403483879	11.12466407	11.51144776
TOR4A	5.572559874	1.84553272	4.366260404	2.372309707	3.774104531	5.225038899	2.297471404	2.611543238	2.861493929	3.81768192
PAXIP1	2.812710061	2.849396729	2.616904041	2.53973876	2.66331497	3.076152968	2.92294304	2.89448337	2.697850659	2.537724192
PMM1	3.021143721	4.546296071	2.269907917	4.330154036	3.330400707	2.866159127	4.474661396	2.930084349	3.904566565	3.057120804
AARS2	4.847523575	4.926647288	1.555358632	4.594916442	4.488631036	4.322716769	4.013087678	2.350729107	4.583098898	4.247563065
CCDC17	0.738621466	0.544162733	1.055162561	0.45184127	0.826817475	1.138529384	0.568784106	0.466318888	0.663775008	0.47214525
TAS2R30	1.96878106	2.048054633	0.274954178	1.866779795	2.219322957	2.04300225	2.415431731	2.064207854	2.244113609	0.866962481
PPY	225.9684924	2256.383177	217.2595336	42.94989157	182.0647844	262.7636929	1994.298392	122.0418623	39.78710258	273.3542541
RPL7A	204.0848107	209.6717164	222.1769815	176.2095753	205.7362053	215.5551211	202.2358867	203.7867859	165.6841509	228.0518994
C1D	3.264465836	4.039133506	1.672751998	3.647325926	3.229157228	2.820840629	3.842176895	1.55366307	3.234821809	4.106190673
PDIA5	5.95230083	4.633371501	3.236982541	3.265104671	4.912212769	6.225592227	4.434413648	3.811768543	3.488866446	3.805241445
HLF	2.120894481	6.740620773	2.092663393	4.976969293	4.910675065	1.949473975	6.565683475	3.469223814	4.878695805	4.631806936
ADAM17	16.37180827	9.323802664	9.244340399	10.48869996	13.1773015	14.50718174	9.786079501	12.66472347	9.924214565	10.82428815
LOC100131655	1.406925253	1.852608947	1.453149854	1.928548244	1.299959989	1.557856848	2.047926651	1.550915527	1.968854358	1.406101179
CLUL1	0.199420726	0.471153168	0.441670716	0.718863715	2.552766475	0.259984474	0.63060327	0.513868122	0.742110596	2.24021398
AGAP4	1.582323548	1.121757905	2.014660638	1.265915584	1.461133417	1.503971329	0.970017201	2.52768329	1.327135028	1.218032037
KLHDC3	13.40823568	17.23539783	7.156750523	15.77688571	12.44054957	13.27876687	16.57997585	10.9243771	13.82848446	13.43564866
PYCARD	1.079809079	2.223299157	0.880201412	2.506963256	1.371206299	1.413352152	2.232844922	0.402608572	2.770264376	1.875425063
RAC1	66.6961307	59.98301844	70.14057163	57.69975001	59.69262371	69.97531823	57.76085139	69.42507276	55.21307145	62.1533001
SLC22A3	1.192079415	0.311606209	0.597351752	0.190881611	1.04484784	1.025996938	0.386109859	0.410850862	0.538086657	1.057524241
UBXN2B	5.538150799	4.810043012	2.567744936	4.262265732	5.595596446	5.488339288	5.084855901	3.881324657	3.953392632	5.123320074
METTL25	1.82354963	2.136397843	2.022978183	1.691484174	2.134735591	1.703147261	1.756288643	2.231394743	1.824720521	2.182407347
RPS2	199.9468629	162.9283602	176.0268962	154.2738037	173.2112175	217.4577034	163.8712402	162.3124336	137.6282509	186.9020493
RB1CC1	18.67939849	11.0932909	9.840765448	12.61966053	15.28183865	18.52435409	11.34180631	10.38548678	12.98228978	14.11263078
PLA2G4C	6.021295098	7.247488023	4.495719884	5.857187044	7.150158293	5.791359821	6.774251146	8.829869652	6.02126315	5.568164886
FBXO3	5.459941673	4.69578824	2.134432972	3.784862897	4.871323753	5.154960862	4.490947565	3.579304485	3.912826023	4.211884977
SMIM27	1.191726491	2.088284455	1.356918621	1.924296142	0.735448022	1.269958085	1.86121215	1.085118119	1.751955554	1.000174005
KYAT3	9.808630843	12.21183356	5.169918637	9.9764521	11.31212054	10.46104866	13.32677007	5.094350202	9.722361682	12.56895034
ZBTB41	9.827843326	8.528292647	7.540985689	11.04875751	9.311085692	10.17966265	9.420073154	8.912882339	10.15935032	9.421176718
RIPK1	14.118075	13.84846405	9.823039411	12.50444744	13.70140457	14.73501597	13.56812768	9.507184475	13.28978358	12.95251281
DNAJC27	2.594998856	2.967028527	1.849666807	3.463907814	2.976566199	2.59467538	3.34423526	3.500380062	2.859543267	2.499520472
LOC100506098	1.881726115	4.007093905	2.328211324	3.993619993	2.254140612	1.760045559	3.903144676	3.413398905	3.149162455	2.050852827
DSC2	11.00552361	8.239081719	7.069540625	5.196942212	7.577160671	11.36262126	8.790497864	8.363109651	5.164947149	7.215698711
PAOX	1.452589634	2.336677001	1.61544979	2.470933449	2.100689701	2.187583847	2.719958921	2.310524352	1.989573916	1.639563779
MRPL30	4.285693398	4.580748546	1.334704406	3.637245803	4.107521887	4.387667482	3.808122605	1.891550844	3.067185859	4.126345456
MPP6	17.000325	18.59776184	16.99981527	16.04409319	19.22548216	15.86869945	18.2646997	18.56565731	15.85152722	19.64442371
ANAPC4	3.067785314	3.048877135	0.989691508	2.507625305	3.124561029	2.646869267	2.820952727	2.559740649	2.755349499	2.386926068
HDAC5	10.60082006	15.2908564	14.25767066	17.00957488	13.57880003	11.1047542	14.91944636	13.00682634	18.0480786	13.61747417
STARD4	3.475740715	3.946695765	6.07944174	5.174501824	5.939497402	3.702617745	3.14500904	10.53322161	4.586248023	6.127960203
CPNE2	1.462433717	0.927399757	1.546436638	1.54672777	1.139129796	1.587520146	1.161661541	0.8285932	1.731786151	1.067738281
TMEM251	3.786973806	4.291750849	2.578623386	2.681370827	4.544347474	3.177345404	3.249881514	3.9987772	2.952578374	4.019671542
COX6A1	4.759144136	8.689259128	4.673548056	6.266657931	6.93802965	5.900935472	7.669336907	7.907620581	5.555801474	6.571073268
LCN12	0.692774789	1.854573217	0.601293715	1.038584616	0.6724056	0.634151005	1.790602114	0.57465811	0.926754879	0.771736568
DHRS11	1.301083738	1.614938509	0.596832785	1.344389899	1.749987549	1.524061578	1.884151152	0.32646259	1.182048724	1.436753875
SPG11	8.984361956	10.34376478	4.144719475	9.288718013	10.18814623	8.791216158	9.297877841	6.414110048	8.06830929	8.404895946
CAPS	1.072737134	1.665086852	0.332826552	1.565890008	1.412480196	0.991695758	2.00198293	0.452045674	1.575951513	1.338092964
NDST2	3.84959461	4.514521519	3.105944409	4.268289585	3.963912282	3.488216155	4.19912762	4.540136525	4.235047122	3.171619437
EFCAB14	26.4491559	31.95155778	17.28883203	30.94338112	25.11356274	26.83310818	29.7053848	21.18323647	27.11800839	24.73946176
TBC1D22A	5.677879289	6.730050875	3.318739513	6.189381504	7.324977668	5.581415825	6.366969344	3.711963292	6.585657908	6.658069721
ATXN10	13.11501588	16.94194787	11.023318	14.00842408	14.31435594	14.20791405	15.27373063	11.65110782	12.96122757	14.85302385
SRPX2	0.927690176	2.688619721	5.457846259	5.532112934	1.867136939	1.056428212	2.430629898	4.757807893	6.856324382	1.612395728
PABPC1L	2.365035801	1.883749855	1.450997617	1.436761787	1.87438125	2.305556756	1.884915532	1.910548113	1.626444904	1.193703827
ZNF501	1.901959729	2.049341639	0.474728872	1.549214894	1.420606104	1.545891742	1.784799603	1.287003122	1.663682652	1.470145396
TMEM136	8.437213173	3.884340042	6.333244649	5.483975484	5.64714103	6.882590369	3.612231919	9.59749831	5.280599043	4.854401839
ZNF594	5.626964174	5.013526727	1.460817529	4.174856857	4.719386643	4.945367169	4.097791542	3.871561984	4.165794046	4.419726401
DMTF1	10.34515586	9.006938618	6.358362896	10.043109	11.45585426	10.07604835	8.971426956	11.98950419	10.36530563	8.433432776
NDUFB4	13.68165463	20.74232525	9.752961271	16.3715627	14.45506884	15.42780347	16.9481372	10.73065878	13.99020895	16.00133531
SLC6A12	0.300618094	0.354478144	7.784989208	0.245849817	0.238559567	0.244674909	0.385071309	6.050674625	0.613882862	0.142968958
LOC100128531	1.106897715	1.318953442	1.07128155	1.53496697	0.848617642	1.482143629	1.401748552	0.997017124	1.25741959	1.294121035
EID1	51.56437465	74.46330523	34.9445453	64.44918212	57.32916467	56.66731291	72.74017147	42.80625882	58.76808013	60.50790988
CDV3	64.35926172	42.4960236	37.64070362	38.9639144	54.93696969	70.33877773	42.04330141	40.50659906	39.51226974	57.91826248
WDR5B	2.670543273	2.405609357	0.592086725	2.458300808	2.355246926	2.332214174	2.06632847	2.04175381	2.477309313	2.105546915
MEX3D	13.51433495	9.423940869	10.00229814	11.87349576	11.24964131	13.88676987	11.94025276	6.961693854	12.93226025	9.986124033
TBRG1	7.366019719	7.616607462	4.324111316	7.154189844	7.726859965	6.673228549	7.441110416	6.329859464	6.855216075	6.160331558
RERG	0.450615036	0.370650498	4.526846423	0.655252031	0.662173303	0.317845455	0.657875211	3.536050447	0.867706191	0.543758969
PANX1	23.41809511	12.98971107	19.1282458	16.26726656	17.89879329	23.66281984	11.48735702	22.18115945	16.31051539	17.24756165
ANKRD42	3.961440104	3.286474229	2.891284548	2.730597667	4.309052607	3.686142008	3.94325072	3.222021229	2.978641487	4.02379492
MRPL11	3.94330125	6.191124221	2.16956438	4.757607957	4.836422023	4.753162032	6.71521324	2.388034229	4.440697461	4.676050479
MYRIP	0.950028874	0.734345532	1.132984145	0.483490816	0.675846788	0.868869022	0.817922788	1.231684752	0.664921588	0.624550821
ATG4A	4.891462435	5.834661889	5.945785091	5.440215499	6.281206618	4.822014966	5.257182676	7.19776133	5.832880207	5.348372199
SCML2	1.314692123	1.934772111	0.525780929	1.699880155	1.548312337	1.317932873	1.400917558	1.452162548	1.383221597	1.067006177
