gene	H2621_L	HP25311_L	HP25337_L	HU1327_L	UWHI366R_L	H2621_H	HP25311_H	HP25337_H	HU1327_H	UWHI366R_H
MIDN	44.39664759	53.49719881	19.4301402	36.53701973	46.51803955	57.12617294	73.7867879	31.35088845	52.18389468	57.6602681
ZNF467	10.00093645	13.34322705	36.30102429	17.11433872	7.930665824	7.747988643	10.33632142	28.88071059	12.72855118	5.440338197
KCNC1	1.638811684	2.88966839	2.756556769	3.467723869	1.469492935	1.162152465	2.090786906	2.083231522	2.965889569	0.931788906
CYP1B1	9.441777511	5.426580825	4.989845503	4.334567105	5.181790531	13.18314541	8.047347924	7.442853421	8.113806591	5.722581701
CHAC1	8.012215817	3.20784881	15.40730822	4.412400404	5.627979171	4.24087812	1.455494596	14.48929938	1.664321793	2.428543618
MAFB	30.4759746	64.40518289	35.64945464	94.03134696	43.59199035	22.97060453	52.61590188	30.85309902	56.30140697	29.9246866
MID1	2.765299849	2.843855658	1.08661571	1.104402883	2.176646178	3.703202703	3.528440485	1.928379072	1.649456972	2.711725378
SSTR2	8.034356954	10.88712561	35.79931704	17.50356952	7.982312092	6.432554218	8.703447057	32.9951987	10.70378811	5.26002682
JUN	225.8496707	187.5903801	226.4747372	242.2299567	245.7557619	179.6028061	145.0824434	193.6305692	195.8220494	198.441255
OPRD1	2.506953888	3.887344195	2.629988804	2.113694066	4.298901585	1.923518449	3.290377042	1.919137603	1.624604415	3.086836657
FGF18	0.83780032	2.050087086	2.375196036	3.858487235	1.191252736	0.492302124	1.382106651	0.993755061	2.201277707	0.780022405
NEUROD1	24.06721445	42.63031711	17.2036062	59.61739346	23.61163082	15.5327219	31.16406892	16.56247173	35.31680848	18.86836437
TNFAIP3	96.78515117	20.526262	36.43014131	21.95660401	77.55025061	74.43001295	14.78336575	38.68274371	16.8303654	53.97436624
NPIPA1	3.556447325	3.667309181	5.475268625	4.530222422	3.532433309	2.692315677	3.268854656	3.879265145	3.741981977	2.394821141
EGR1	260.2158399	155.1098816	139.8257201	170.0081343	185.2191749	126.6703465	96.4047388	159.3367883	84.70020057	116.9052698
GPR119	6.043199856	19.65839855	10.35788156	24.96688872	9.120521768	4.224182934	15.35390586	9.739811115	15.7720624	5.578053081
FXYD2	1.848713376	3.37706219	5.623946061	2.275918569	3.244259672	1.449272519	2.399047791	2.594955649	1.712354913	1.776406
TMCC3	9.004060905	7.124745487	4.096424274	7.482846787	8.308659501	11.0749635	8.475518934	5.764470415	13.07469025	9.707433085
CXCL2	181.9470877	17.87752022	25.93284106	21.07315066	96.57878203	138.0748382	13.1474347	23.37347726	9.717721356	64.91637463
PRDM10	5.007107048	3.98450082	8.867066108	4.49139238	4.069782356	3.928140769	3.156937409	8.598189872	3.153165768	2.991642349
NFAT5	15.78816907	10.41204621	17.69662918	12.6146642	14.76295265	12.91936402	9.095635098	15.13316427	9.804787579	11.87961598
SLC38A2	37.72078236	16.32272454	196.8319455	26.59168434	27.30122791	26.40366432	13.37593823	67.4907211	14.27995772	17.55331693
STX11	6.161577195	1.519384322	2.457610179	2.229830209	3.060836343	8.832774868	1.698096425	4.896722897	3.277525594	4.710255823
DNASE1	1.4729044	1.47394721	1.035390899	1.677814996	1.446118827	1.084899042	1.246336766	0.894784912	1.429209184	0.863118495
CHST3	2.42758064	1.140500953	1.470497722	1.6214848	2.734183179	2.868129812	1.829544702	2.608678353	2.347171202	3.078112343
WDR59	4.966891044	6.53493452	16.8358678	8.054145239	5.790593188	4.285712712	5.538784004	15.36399786	6.580424419	4.459653629
SOS1	8.784240562	7.905545911	9.891760069	9.672478188	8.624186853	7.04022235	6.710358437	7.242418998	6.861560509	7.215921041
SRSF4	18.03915628	13.53818124	12.36541815	14.53845373	14.7444871	15.46500524	12.09312438	10.91616447	12.69816884	10.67924927
GPX2	20.03566307	34.08138199	69.78397721	14.73694658	20.63438967	16.33629613	25.7166461	68.89730426	8.679138961	14.47032869
GPT2	5.093510019	2.871287386	5.322204026	2.035648779	3.423208855	3.989002234	2.249639907	4.61255306	1.749599912	2.667393564
FBXL19	4.261824803	3.37343604	6.213824619	5.321160615	3.945427416	3.227353194	2.935156441	3.69658165	3.680429652	2.948588371
KDM4A	9.615518099	10.18320193	8.766279445	9.51644047	9.998196299	8.7304824	8.223531416	7.115492785	7.619503516	7.613521311
ID2	46.22203602	47.81790764	50.613715	34.8461117	45.14873237	37.37831491	38.85216356	37.24735126	19.16078833	36.90314747
FOS	101.8862399	41.40395214	126.3298883	89.14186892	79.92814732	63.23947433	35.42105193	122.3328642	47.98708882	59.7780164
KMT2B	9.407161049	7.708728584	10.25208952	8.310174305	8.932398724	8.041540695	6.612220184	7.546254737	7.247101718	6.810307774
ZHX3	3.962859753	6.130755708	4.361346049	6.039836453	5.297167577	3.096322797	5.663296858	3.728325922	4.753321215	4.139581787
PCNT	19.20786924	22.32660995	22.13250403	27.16094543	20.30056207	17.00750239	17.99816997	21.65867114	23.84147688	14.36878461
GRASP	14.32539881	16.60105823	12.65335032	16.1577321	19.45891226	11.68797134	15.11302512	8.561097691	10.90402532	14.48596971
SERTAD2	7.84737703	4.276792244	5.961910663	5.443183207	8.011103245	9.092812897	5.631844436	9.283234766	6.708376622	8.797430525
B4GALNT3	10.18419283	10.20148548	12.17290069	12.65131127	7.82949097	9.184377314	8.727426956	9.01742519	10.83484817	5.455206717
SUFU	1.799601446	2.027522723	3.210703063	2.455634631	1.70986979	1.417458043	1.511254536	1.903687876	1.981293895	1.301468739
MB21D2	2.199260409	1.649524475	0.647294086	1.302396217	1.63587856	2.817217747	1.989106096	1.650132345	2.476735556	2.282934968
GLS	37.16821652	40.77944852	120.6135345	69.15475851	44.01184319	31.22447067	36.79029249	107.1722802	51.57651513	33.90727117
ARHGAP22	0.907613572	1.029853396	0.548363441	0.903066211	0.767036175	1.046244815	1.459476061	0.852472273	1.656231511	0.991118262
ELMO1-AS1	0.100358726	0.373703475	0.441497851	0.214108213	0	0.15809532	0.613546953	2.20968536	1.302926203	0.159096462
DLL4	3.937186639	3.643490723	9.776655352	12.12764613	5.893136227	3.394183891	3.365843053	5.824433185	8.822611396	3.750202748
HECTD4	9.802309212	12.44617729	14.52290698	12.71886956	11.53258088	8.90334262	10.19652524	11.87012565	11.62933238	8.618742726
EBF4	4.015705244	5.726753256	6.928533167	7.286189297	3.390124874	3.191015174	4.502108044	6.05220333	6.227965244	2.624285387
D2HGDH	1.760612549	2.864504187	1.729486313	2.774422926	2.752874825	1.327654004	2.127378246	1.621880145	2.443218546	1.562042107
STK32A	0.495522826	0.99335699	0.316533824	0.85441921	0.871001473	0.711092872	1.399095731	0.570653793	1.316386445	0.944263737
PRR14	12.48457601	9.985481071	13.0007417	12.05018927	10.64937492	10.83569767	8.812468402	11.11858631	10.09135545	7.97625422
SOCS3	36.98018854	17.35730902	16.22165237	21.21685433	26.69964156	43.48995675	24.01861149	22.68545108	23.9738183	36.84819932
ST3GAL6	2.952248745	3.26165224	7.574106242	11.23500695	6.185213156	2.5243577	2.89197106	6.719677078	9.779859616	4.00552046
CCDC73	0.529834288	0.259727721	3.207125587	0.259935983	0.265210069	0.314314064	0.272370799	1.713851153	0.198632601	0.103662807
CACNA1C	5.223185578	8.562705305	8.088486358	8.497156223	6.876463516	4.138017381	7.991493354	5.962073796	7.929765284	4.807822815
STC2	16.74803864	7.934941972	35.63119152	20.29210416	11.10234501	12.79165971	6.862565759	27.78677208	15.93956995	9.956360268
FAM153C	2.195347134	3.677053164	3.149107969	8.498547877	4.108632511	1.729167567	2.946875563	2.758524201	7.284797604	2.620332654
RTL9	0.233682859	0.245065322	5.56387996	0.478196973	0.06542755	0.199085911	0.154108689	1.342779144	0.328923119	0.056701875
ID3	11.77704616	7.556871697	10.07766834	11.16340412	11.95732781	9.426565665	6.604863725	8.543579254	6.70834052	8.543453392
NCKAP5L	3.384731266	2.906852413	16.38484923	4.027945545	3.157832178	2.275592223	2.449175544	7.140469605	2.770245238	2.551052391
LYPD1	2.44098038	3.258472173	1.945060462	0.687803919	2.202204947	3.337414325	4.374337703	2.996086813	1.205210297	2.66493527
CCDC88C	3.114696361	4.206991528	4.322962676	2.210458654	2.805283827	2.418127318	3.188181294	2.709398066	1.771712422	2.47388514
TUBGCP6	6.298272539	6.847737217	4.631494999	7.015346226	6.741008947	5.226068978	5.764756567	4.273328222	6.643970914	4.932337891
SNRNP70	27.86066048	30.31292581	34.6861138	30.03608799	24.81786294	24.58652039	27.49833937	29.39161378	26.7098739	18.27626137
CA5B	3.976711573	3.051552919	17.98483487	6.20003871	3.654158678	3.251794545	2.683276115	17.96553124	4.292315449	2.646386155
CDK10	3.775115821	4.844054087	2.781025978	4.210831724	3.89998682	3.13271267	4.254580495	2.350177189	3.61526689	2.807403344
SNED1	2.376026146	4.634295143	2.562299198	5.703236476	3.466525993	2.007670662	4.026401876	1.996212807	5.400784052	2.422305227
DEFB135	0.454209752	0.422832596	0.89917127	0.16150404	0	0.983836719	1.28924198	4.848839349	1.474216071	0
CDX2	1.292258731	0.538367136	0.180115685	0.204723431	0.485296232	1.82406603	0.737507872	0.307320804	0.415272133	0.760614762
EVA1A	14.25650235	18.05447223	15.13014589	17.41147105	12.77317696	11.1684105	16.4499279	11.48649768	14.9390465	10.15418759
BAALC	4.910615917	3.032004614	1.732873527	1.75312514	3.664247926	5.77835223	3.775022331	2.592900419	2.515154639	4.358588466
SAFB	29.35471289	23.77087976	27.54816368	27.61585612	26.53726432	24.81545179	21.45731407	26.12262108	22.62190652	21.30689389
TMEM164	9.855515476	16.41071651	27.3432455	18.53780376	10.15620419	8.719234722	13.59198321	27.04078125	14.89142144	8.167671789
C2CD4B	45.52178267	41.76438474	14.37457651	73.06086382	68.8088628	32.43422741	32.98738887	13.39734005	34.19910185	55.14969891
HOOK2	11.53256222	15.62824888	12.0557252	14.78651899	15.33947814	10.18649707	13.21720161	12.04634812	12.77341011	11.59841978
HS6ST1	8.66124983	13.78141407	22.93089629	12.90748022	9.148480472	7.39424284	11.06135445	16.79550675	10.99879269	7.91868799
HIST2H3D	15.93500749	9.379045757	2.035197411	14.71341197	10.370783	7.793906496	6.172880925	2.400766799	10.1145605	7.588610196
HIST1H1T	2.755665858	1.149255457	3.814615323	2.534509707	1.808739768	2.286263394	0.481339136	2.402440974	0.954025463	0.698959351
PRICKLE2	4.225948769	4.239058096	3.353787892	5.634313523	3.547010083	5.245240825	5.050410156	4.755785031	7.471222168	3.572482296
DNMT1	10.1766466	8.82864398	12.25621855	10.37131268	9.449177923	9.143711806	7.757444994	11.60023514	8.474587562	7.361719997
TENM4	3.893958457	4.216650023	3.801944269	5.827727479	3.744809238	3.334419401	3.843271325	3.623342678	4.960041123	2.818809739
ADCY1	2.609453182	6.107470644	8.346231213	11.80959436	4.809807618	2.176692723	4.254812762	9.277784573	9.574000948	3.586383817
RAB15	16.13806209	19.61494288	63.49461456	22.58425192	18.94435913	12.21259217	17.03224592	62.63380045	11.98922244	13.83333723
PKDCC	1.821242061	3.993955892	1.892133647	2.987000743	1.713824802	1.418623187	3.157732084	1.605250323	2.442986632	1.246492368
KCNJ2	4.10711875	2.91440439	6.736525337	4.52732854	2.75382058	2.765923578	2.356938307	7.240202709	3.861816641	1.734498226
SPDYA	1.807411765	1.119817707	1.336329615	1.198919585	1.875350871	1.495388498	0.722938359	1.246455027	0.807227854	0.908934275
USF3	8.311333873	9.060288484	11.69482182	9.501626956	9.183139144	6.901558468	8.017866966	10.17166855	8.820710052	7.576373727
SBK1	2.228796689	1.935196625	2.592959011	1.27700869	1.572770408	1.980153396	1.139330122	1.423641785	0.917099532	1.230780818
JAKMIP1	2.808407898	4.381977925	12.55800649	5.051991548	6.193338384	2.109688684	3.909281076	8.747577263	3.59100289	5.23036703
NCOA6	13.10741673	10.98617453	12.06886859	12.78996788	13.32777055	11.52778378	9.723253103	9.523759803	10.08089952	11.2137422
KRCC1	11.52274825	13.01231655	12.82842812	16.6778546	15.38896118	9.372503449	11.90523139	11.51703308	10.97528157	11.3421041
CHST12	0.837333145	1.019870126	0.926283828	1.269858037	0.70603571	0.689095774	0.832507947	0.749256836	1.104565982	0.534326058
IL1A	19.06436547	1.11210765	1.401448067	0.743361062	6.075750406	10.60534326	1.162898983	1.129181766	0.636134332	3.876426249
MCM3AP	15.73233223	15.83915667	14.93821403	14.96436781	15.27710934	14.32405025	13.83071636	13.44406234	13.07121648	12.1690653
FAM43A	2.694649912	1.802186134	4.314034356	10.98667997	3.419696013	3.146211024	2.501071362	6.698030689	15.88847754	3.56818328
KCNE2	0.351590389	0.205732847	4.17613196	0.1785936	0.060801063	0.395615077	0.17546624	1.072383917	0.061132888	0
ARID5B	33.07480426	21.89829944	18.37688099	20.91743753	31.16653706	37.83765615	26.31260787	44.34683762	28.85371568	35.7004762
WDFY3	14.23542342	14.73473729	22.5779397	15.88607044	15.33488787	13.20533902	13.21538465	18.56035173	13.36820187	11.78490335
GLCCI1	1.430122802	2.127270729	5.680807016	2.080395806	1.550183769	1.232135702	1.835015264	2.737219564	1.623976341	0.954266181
GOLGA6L6	0.217122244	0.534095439	0.283654651	0.416425502	0.297344128	0.155469611	0.603356925	1.097467697	1.174512804	0.844852277
HIST1H2BO	1.663842038	2.116833501	3.293806336	2.218555499	1.958167579	0.764474082	0.847663553	0.555064504	1.462577523	0.98911945
PAX6	16.54537757	32.13798012	16.28217647	33.75451937	17.7964125	14.13215118	30.44105644	12.41866623	26.54936565	14.31072296
TEAD3	4.943875406	3.19009901	3.501258518	5.301508611	3.863561323	3.866674176	2.693879883	3.118881576	4.378159172	2.844334624
GPR183	0.651622471	0.889691578	0.737129804	0.595795823	0.651075069	0.733215929	1.151755543	2.3808715	1.258900649	1.1436815
ECT2	8.956342173	3.976960444	16.53135483	4.574894923	5.825058966	7.59303996	3.271839214	15.24778731	3.739162732	4.969401683
TCF20	26.31622165	21.64588934	55.05464153	33.21132935	25.31367597	22.93176081	19.05741753	50.30735115	25.70124294	21.36316153
PPP1R14C	12.42394775	10.29380837	10.49944785	11.80062202	10.64984783	16.37396104	12.0931304	17.47884687	13.36505896	12.47246267
MTSS1L	19.84269616	27.13811543	56.66767536	42.51341102	26.28080011	17.45682088	25.8055337	44.91597413	31.88406359	20.81856527
TIPARP	55.0785007	27.41734863	29.28045828	24.19822376	32.14973612	57.74328001	31.57263651	44.68065395	33.95482238	34.32146087
DNMBP	4.683241235	2.533782671	2.267261079	2.844430951	3.134464041	5.153674358	3.33997774	4.03668969	4.612202221	3.087512229
ZBTB40	9.157188513	6.961804628	8.113685431	9.875630976	9.081687619	7.39304408	6.579578236	8.254726143	7.439837673	6.634670861
HMGB2	12.29774542	17.70844877	6.814786905	14.5712534	9.142151994	15.15828711	19.77095294	17.93213441	20.65896839	11.21660187
DUSP1	80.32682555	24.70198518	103.2053264	54.49266541	69.89984941	64.12422693	22.53985765	50.78587704	32.22863133	57.12076192
COL27A1	4.653644075	6.122795737	3.971293143	8.831810048	6.150866265	4.204834876	5.326570915	3.476028682	8.385596346	4.51635852
BICDL1	9.877156787	11.92301478	23.82236403	16.04624403	11.49726805	8.792241799	10.70305147	19.32966193	14.31396989	9.073446113
CACNA1A	8.726536997	16.31633651	5.270956922	14.25289705	10.09886119	7.316981166	15.48987487	4.144654989	13.44197005	7.137097398
TRRAP	14.91493086	14.43654654	13.19152447	14.01200844	14.44030728	12.27507677	12.90185186	11.2339008	13.42127747	11.78402362
TAS2R13	1.384840001	1.211224131	0.056671485	0.813048456	0.662753889	0.74831946	0.717242388	0.085951309	0.470379455	0.421202048
SPEG	1.618941145	2.670714117	1.108478389	2.516126864	1.744924909	1.37878281	2.461523267	0.947989257	2.202792863	1.246431654
BATF3	1.118338518	0.557658287	0.607487353	0.463347877	0.463029237	1.792359737	0.97671511	0.77860654	0.820641504	0.593528467
CNNM1	11.07928352	10.01354254	30.9096777	18.10520592	9.904332687	8.616392549	8.500850704	35.89550092	12.26264029	5.953534503
MAN2A2	12.71107961	18.85942153	18.30786463	18.56914804	15.27255235	12.21848527	15.19987786	16.31515504	17.00243426	11.63062715
BSN	7.324955194	9.404936101	21.98632339	10.57070988	9.353502126	5.998599927	8.331587673	16.82140218	9.801404608	7.88349561
PLEKHA6	16.29944128	22.72654759	14.55592974	18.49456562	17.50979259	14.16412602	19.32215927	8.070786336	13.32900912	14.52394468
FOXK2	11.10149246	9.460260686	13.26693553	13.14378964	11.05681747	9.547820915	8.960569627	10.70425497	10.16227529	9.047430521
FAM46B	2.750215091	1.973552377	8.767912204	2.779289306	4.474865748	2.525783225	1.5753583	3.84822827	1.84308163	3.000709893
MACC1	15.79744181	10.41581761	4.284614092	5.79520069	13.03468677	18.01803446	11.94024785	8.688096311	8.585903567	13.3071746
POGZ	11.75024374	11.61890101	10.80317724	12.05069096	11.90499006	10.08533753	9.963653876	10.74459803	10.20052592	9.98292369
NYAP1	2.362804459	3.875646478	7.952882496	6.004033403	2.821612166	1.849470088	3.522880658	4.852226356	4.24655786	2.304598265
AHNAK2	0.81009292	2.412173879	1.343975552	1.711302456	2.221864537	0.887990763	2.923209207	1.776064424	2.166777074	2.630763945
PDE5A	2.816314821	2.385249559	6.67036804	1.943218202	2.900989006	2.452448183	2.138633191	5.738191205	1.622893038	2.283736915
ADGRL1	8.411951722	14.23811566	16.78821405	14.91761402	9.607497289	7.349064331	11.96351302	12.87016736	12.83527912	8.446829178
PHF21B	2.778263079	3.004986993	3.568404423	4.029037119	2.401348363	2.221024219	2.662271298	2.709490902	3.105501683	1.959304445
ZSWIM8	17.8349102	18.22665363	23.39381087	21.09513959	19.59122317	15.39891586	15.80563958	22.74817259	17.78377538	16.5911003
BRD3	12.12576519	9.988438646	9.857930809	13.41257981	9.528468635	9.738381399	9.064371518	7.706128007	9.387303426	8.549173939
PLCG1	4.887535987	6.234332812	8.618284942	9.486378976	7.065721347	4.393450752	5.439174465	8.218038357	8.344192278	5.559217648
NOP2	11.08990758	6.328578425	13.53533251	7.533861193	9.449946199	10.02214425	6.043601533	9.617556165	6.25051847	6.431921128
CYP1A1	2.659008547	1.585350872	6.56547745	4.935013185	2.548979934	3.535007674	2.718274312	10.6651834	7.763502222	2.168547893
RND1	28.61543561	9.881389749	8.08373318	9.253166692	18.44337421	30.11935323	12.57427571	11.95204653	11.98437853	20.67798722
PCNX1	7.864378132	8.780025523	7.848093022	9.64928517	8.568057008	6.994665349	7.950404857	6.98780222	8.986643257	6.645679263
RBM26-AS1	1.971763264	1.594308331	8.011221029	1.662615235	1.68785117	1.39220869	1.230046016	3.552056732	1.599924418	1.149845118
CFAP44	2.547051814	2.282082145	3.216174537	1.91795707	2.383474912	2.399894006	2.066962851	2.053216662	1.587074717	1.345354041
PWAR1	0.917078289	1.122039651	0.739641551	1.079192351	1.709266638	0.687940681	0.67698664	0.699293864	0.68212277	0.380763393
UPP1	7.311732272	3.984055615	4.1939878	4.538953414	9.328365958	8.404549829	4.253835936	6.561069147	6.405815987	10.29661671
MYPOP	5.696035807	5.354535089	9.851227883	7.843259268	5.982573307	4.640436968	5.230756015	6.65077289	5.539443058	4.249317262
CAMSAP3	8.58123256	9.01697082	23.22666585	11.20341412	8.449416009	6.763316823	7.165569854	12.47074057	7.343893195	8.095548952
YEATS2	6.108679532	5.036848991	5.959700661	8.119741719	7.569031736	5.096815656	4.569062825	5.39291703	6.006395265	6.501087372
AKAP12	75.4672571	45.52409183	27.56012676	42.08069683	78.26367077	82.76246579	52.44635739	33.44749813	65.04374986	97.42108076
OBSCN	1.078533598	1.198004196	1.295471136	1.606024529	1.32496843	0.959565904	1.096781788	0.928787574	1.466128066	0.906803948
SELPLG	0.93743897	1.031349057	6.167223317	0.295448555	0.842495068	0.729984205	0.91176104	2.729310301	0.242026577	0.481294139
ABCA3	12.26185137	20.2379836	16.97460097	18.96590721	15.67354811	11.47111651	17.69049853	14.87862392	16.31474006	12.72876619
HIST1H2AB	44.2205637	26.97671962	6.799855294	38.18581749	26.0327818	21.38521521	16.43429337	9.505951631	26.72016628	20.24218375
MAPK8IP3	8.212002481	8.998616444	12.23794075	10.7993544	10.24655808	7.152036679	7.795713461	10.64631327	11.11950758	7.081273995
LOXL4	37.92314329	77.09714303	19.83372664	200.7441059	66.85420638	31.24479361	61.95340105	23.09462997	148.6810528	48.96053669
FRYL	7.883871473	6.344495412	10.38237833	7.925443878	7.11256988	6.909784582	5.598984966	10.7167368	6.905480505	5.49146106
MT1G	19.5115879	27.30458447	7.715883231	8.690990139	25.83614381	25.07755316	30.08266643	26.92953324	15.603434	32.46668521
CBL	4.89534027	2.793779191	10.70578159	4.426780378	4.195150484	4.088945508	2.601351547	8.341062945	3.846369723	3.505991634
ZNF578	1.220759001	0.62460167	0.377155044	0.649443908	1.1656584	1.401928568	1.18010667	1.36786324	1.345932677	1.31478284
GRIK5	5.456704174	9.22805036	6.946162103	9.461056788	7.38056134	4.572318085	8.019619122	6.802653521	8.084563132	5.998385979
LINC00239	1.535014374	2.162772081	0.87604298	1.18012401	1.037894897	2.058662489	3.043579371	5.480715657	2.322760911	1.874394338
DIP2B	15.27767635	13.87729862	29.27756942	17.00477009	18.86056799	13.28989744	12.36218053	23.93556591	13.62050251	16.66143168
PITPNM2	4.339717971	4.138776221	9.050585053	7.190096186	6.804165084	3.997729354	3.515462755	6.272289695	6.206804891	5.479940834
C10orf95	2.172899822	2.126441554	3.649805854	2.694596378	1.420238789	3.055216314	2.932854809	6.038738575	3.686545096	1.565749943
GIT1	9.835092625	12.22503357	18.61883763	15.6126131	10.96502129	8.297049004	10.82609442	13.4370342	12.87439167	9.68790387
CDK6	12.79358704	6.592129304	8.611100228	8.516918853	9.802210109	15.21102833	8.435018461	11.96960732	10.59209204	9.307143013
MAP2K7	7.464607781	7.931828972	7.186054603	9.03705528	6.773423955	6.396741402	7.442318561	6.133994237	6.939437927	5.497890387
ADAM19	0.535185549	0.853352056	0.570486056	1.39550932	0.531571844	0.67013969	0.931825932	0.997993305	2.530395223	0.595524017
ARHGEF10L	11.14144311	14.5658659	4.558902045	15.35533274	9.996400927	10.42565419	13.49917587	4.019416225	10.75946675	7.449598825
UAP1L1	3.144529051	8.54586495	7.672049858	6.81511554	8.326001767	2.64977402	7.711476121	6.946894836	5.678161899	6.860243651
ASXL1	13.94247798	9.169455027	18.06057404	11.18152807	11.59642099	11.26102515	8.308042015	10.14246389	8.98712607	9.690673708
DOCK3	2.839672183	4.482122697	6.272775288	4.116330047	2.953742486	2.377357018	3.844363088	6.891848941	3.146727925	1.850099699
TRIM67	0.551428971	0.608632029	0.59464301	0.669662738	0.157465356	0.648159419	0.597674817	1.490539253	1.211528364	0.318286851
SETD5	24.31731519	17.78767848	38.70993745	20.06631116	22.5801061	21.73792315	15.752213	21.88199072	16.06334563	17.61208906
TTBK2	4.698843032	5.629461037	5.583004814	6.587210616	5.439091652	4.354364422	4.730068742	4.522731871	5.488668201	4.671800667
GPRIN2	0.97968624	1.229337846	0.767504542	0.668065617	1.494597305	1.659578042	1.887055388	0.9133257	0.871161815	2.372162285
IP6K2	9.00221532	10.82970277	27.10168456	11.80134534	9.756063943	8.652314117	9.638990046	15.28547528	9.367069528	6.76681346
CREB5	11.02515641	3.078600662	5.326754095	3.265400378	9.292851565	12.19596429	3.995222796	9.087495316	5.020394607	8.489171602
LYST	5.051420004	4.401004764	4.565327525	5.741903417	6.694264328	4.716152682	4.172900446	4.163054738	4.507602015	4.855993017
TIAF1	0.676377565	0.90081727	1.66368404	0.775921584	0.844666846	0.591079768	0.698519066	1.469145618	0.532800917	0.442203785
GOLGA8A	3.659347215	2.681478052	2.313037708	5.056969157	3.863749031	3.221744687	2.251527522	2.336983361	4.333085859	2.475086891
PLK2	55.57854862	51.32885564	38.55311783	67.97643272	50.79994438	45.38574241	52.26851364	35.5235061	52.66759299	38.53713042
SPTB	17.64383237	20.96032891	33.89014393	18.1495728	18.40310716	16.12935209	18.7402699	29.03898275	16.86413535	14.44153482
RIBC1	1.041062137	0.755604398	0.574420345	0.727795835	0.5838341	1.313379786	1.186615422	1.212615802	0.944959665	0.804207039
SEC14L1	8.123358259	9.860051685	22.1082325	16.1788615	9.830405862	7.40684382	8.540295586	19.00818727	13.52228223	8.521168139
CBFA2T2	7.072371612	9.201740382	12.26584307	11.79562954	8.349529585	6.328984118	8.199909744	11.63112706	10.00300663	6.926549063
EFCAB12	0.649971703	0.577338734	1.876450967	0.553704419	0.614690781	0.503951689	0.549921613	1.273895149	0.450486484	0.367611572
ST7-OT3	0.648540579	0.649539784	0.216438887	0.270361602	0.433143059	0.810272069	1.269542188	1.850215015	1.10691351	0.478606185
UNC79	6.322853421	8.652575891	4.186736662	8.388568055	6.803506604	5.594610519	7.914888619	4.112875649	7.566211104	5.09216874
AHDC1	9.662106899	13.10432088	21.37272014	18.74495094	10.75941536	7.151773201	12.43250041	12.49005128	11.55369674	9.872593069
NINL	6.242651542	8.203178475	8.788824825	8.268337521	6.828529759	5.676431765	7.105415076	6.332905068	7.623106263	5.230821273
TNFAIP8	4.185932626	1.334571722	0.667428676	0.633277814	2.191443284	4.548333092	1.728301275	1.210312795	0.874224741	2.378977609
TMEM64	5.898303938	7.775213803	7.887291875	6.113495936	3.711653599	4.96931912	7.378747456	6.411350578	4.592225822	3.047413984
ICAM1	107.1436491	47.76112708	29.35691503	37.30574508	69.86080426	120.6922812	52.17554116	38.20608049	46.17840584	82.07049186
IER3	898.9681375	463.7894821	1458.275933	597.3007165	995.6131202	805.2574642	413.4402442	605.2333377	285.4109613	758.4222483
UBR5	20.74522132	19.45372779	20.25639192	20.76988582	21.29112034	18.36975004	17.65172321	18.83755844	18.51208572	17.4888227
SHC4	1.376220257	1.803340129	0.823839807	0.517218758	4.228121422	1.78376684	2.415289603	1.912001001	1.15202833	4.014726489
TMEM259	21.32750678	25.57818574	30.65504586	26.94272236	26.44523262	19.57727597	22.19968448	25.17526525	26.31745909	20.1743771
GBP3	6.730485613	2.99372581	0.286623372	2.627021853	4.866113659	8.070524499	3.709410968	0.943238406	4.079719276	5.627165014
SOX18	0.353707916	0.263418803	2.62658026	4.527664283	0.833505733	0.278598426	0.086496281	2.378847876	1.308742838	0.616797843
DENND5B	4.008235033	5.585931455	4.837012898	5.632791507	5.534974648	3.366705341	5.099072647	3.909470715	4.538521465	4.870170378
KEAP1	13.12643176	14.99048078	17.53073678	15.07847531	14.18096056	11.22414607	13.99127498	13.97353803	11.07843311	12.2137603
ARX	11.29560009	27.17745833	35.09492714	23.92217419	11.75933367	7.914058456	23.3125403	10.55479676	15.74730803	9.25880728
DPP10-AS1	0.345933488	0.614345865	0.491668061	0.283855586	0.128849122	0.293434496	1.371184477	1.349348728	0.798905982	0.253108007
CUL9	3.995068244	4.92452732	2.978186461	4.952314736	4.288907371	3.591641938	4.391086096	2.295847455	4.585223395	3.315323396
ERO1B	58.15040746	83.78275973	37.69564665	62.75556202	51.51517617	55.16769339	73.73843556	37.1012427	50.71231559	38.74236268
KMT2C	26.0722377	20.8061469	30.25682477	22.62167939	26.36363292	22.74802969	19.39285954	22.44329081	20.07996379	21.24064501
GNAZ	12.01458817	19.1078436	21.17203808	26.61906642	15.04006916	10.58331711	16.91853722	22.10994881	21.16432258	11.62498348
NAB2	7.272498597	11.53776813	16.88034616	6.513082011	8.254839359	8.927410574	18.56423909	17.09123027	13.99449801	11.06999856
KMT2D	17.83755829	15.64289698	17.98810254	17.48954069	16.75322521	15.488586	14.19170966	15.08694008	15.13318423	14.5017465
INSM1	24.63011806	33.81368945	82.07598044	46.06771395	19.58365413	20.04562571	30.69633114	42.10285956	29.24478737	17.36671773
SOCS7	4.415172006	3.935279889	3.855030016	4.088509478	4.237205624	3.54750475	3.244102789	4.021692683	3.508069218	3.50448761
